* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (KT USB Audio), MICROPHONE (Master Volume), 0, volume: 0.410
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Feb 24, 2023 9:26:49 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: EDA Hires L
* Smoothing: 1/3 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
9000.000000 79.723 160.9897
9120.000000 79.253 160.5107
9250.000000 78.714 160.5610
9380.000000 78.156 161.1477
9500.000000 77.637 162.1066
9620.000000 77.122 163.4078
9750.000000 76.583 165.1378
9880.000000 76.074 167.1331
10000.000000 75.642 169.1533
10150.000000 75.166 171.8419
10300.000000 74.777 174.6271
10440.000000 74.501 177.2371
10600.000000 74.293 -179.8555
10750.000000 74.200 -177.2838
10900.000000 74.196 -174.9351
11060.000000 74.274 -172.7480
11200.000000 74.393 -171.1542
11380.000000 74.591 -169.5970
11500.000000 74.736 -168.8835
11720.000000 74.995 -168.2498
11800.000000 75.080 -168.2250
12060.000000 75.297 -168.7888
12200.000000 75.366 -169.4112
12410.000000 75.395 -170.5800
12500.000000 75.379 -171.1144
12650.000000 75.317 -171.9783
12800.000000 75.210 -172.7392
13150.000000 74.822 -173.7638
13200.000000 74.754 -173.8024
13400.000000 74.466 -173.6656
13600.000000 74.168 -173.0831
13800.000000 73.886 -172.1253
14000.000000 73.643 -170.9044
14300.000000 73.395 -168.8882
14500.000000 73.323 -167.6422
14750.000000 73.336 -166.4501
15000.000000 73.440 -165.8842
15250.000000 73.597 -166.1103
15500.000000 73.764 -167.2035
15750.000000 73.904 -169.1430
16000.000000 73.989 -171.8224
16250.000000 74.000 -175.0729
16500.000000 73.927 -178.6971
16750.000000 73.770 177.4956
17000.000000 73.535 173.6624
17250.000000 73.231 169.9129
17500.000000 72.868 166.3102
17750.000000 72.459 162.8826
18000.000000 72.014 159.6398
18250.000000 71.543 156.5878
18500.000000 71.055 153.7386
18750.000000 70.562 151.1139
19000.000000 70.073 148.7430
19250.000000 69.603 146.6586
19500.000000 69.169 144.8916
19750.000000 68.790 143.4669
