* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (KT USB Audio), MICROPHONE (Master Volume), 0, volume: 0.410. Timing signal peak level -8.5 dBFS, measurement signal peak level -8.5 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Mar 19, 2023 9:23:10 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay 0.0258 ms (8.9 mm, 0.35 in) using estimated IR delay relative to Acoustic reference played from HEADPHONE L with no timing offset
* Measurement: Ola Bass L
* Smoothing: 1/6 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7880.000000 86.012 -34.6527
8000.000000 85.415 -39.5571
8120.000000 84.713 -43.7019
8250.000000 83.835 -47.0022
8380.000000 82.841 -48.7208
8500.000000 81.841 -48.6675
8620.000000 80.793 -46.9391
8750.000000 79.660 -43.2339
8850.000000 78.846 -39.2336
9000.000000 77.845 -31.7872
9120.000000 77.347 -25.0427
9250.000000 77.193 -17.5060
9380.000000 77.430 -10.2875
9500.000000 77.911 -4.3522
9620.000000 78.537 0.5621
9750.000000 79.269 4.5179
9880.000000 79.973 6.9963
10000.000000 80.553 8.0659
10150.000000 81.151 8.0436
10300.000000 81.599 6.9302
10440.000000 81.889 5.3002
10600.000000 82.088 3.1411
10750.000000 82.171 1.1213
10900.000000 82.182 -0.7075
11060.000000 82.148 -2.3566
11200.000000 82.110 -3.5562
11380.000000 82.084 -4.8990
11500.000000 82.097 -5.7953
11720.000000 82.192 -7.8301
11800.000000 82.245 -8.8021
12060.000000 82.431 -13.2571
12200.000000 82.495 -16.5999
12410.000000 82.462 -22.7474
12500.000000 82.382 -25.6747
12650.000000 82.141 -30.6799
12800.000000 81.757 -35.5035
13150.000000 80.319 -44.0853
13200.000000 80.060 -44.8776
13400.000000 78.921 -46.8465
13600.000000 77.664 -47.0101
13800.000000 76.353 -45.6813
14000.000000 75.048 -43.2537
14300.000000 73.216 -38.3669
14500.000000 72.138 -34.7159
14750.000000 70.991 -30.0814
