* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (KT USB Audio), MICROPHONE (Master Volume), 0, volume: 0.410. Timing signal peak level -15.7 dBFS, measurement signal peak level -12.1 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Mar 19, 2023 9:31:10 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay -0.0384 ms (-13 mm, -0.52 in) using estimated IR delay relative to Acoustic reference played from HEADPHONE L with no timing offset
* Measurement: Linglong L
* Smoothing: 1/6 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10150.000000 76.654 -165.4451
10300.000000 76.154 -160.4553
10440.000000 75.691 -155.4244
10600.000000 75.183 -149.3027
10750.000000 74.744 -143.2753
10900.000000 74.354 -137.0396
11060.000000 74.006 -130.2349
11200.000000 73.768 -124.2115
11380.000000 73.567 -116.4592
11500.000000 73.502 -111.3372
11720.000000 73.539 -102.1803
11800.000000 73.603 -98.9666
12060.000000 73.994 -89.1964
12200.000000 74.308 -84.5278
12410.000000 74.879 -78.6251
12500.000000 75.145 -76.5927
12650.000000 75.593 -73.9891
12800.000000 76.018 -72.4663
13150.000000 76.722 -73.2273
13200.000000 76.773 -73.7699
13400.000000 76.819 -76.6351
13600.000000 76.591 -79.9296
13800.000000 76.089 -82.7146
14000.000000 75.341 -84.2468
14300.000000 73.865 -83.4414
14500.000000 72.722 -80.8676
14750.000000 71.207 -75.8027
15000.000000 69.679 -69.2802
15250.000000 68.209 -61.8757
15500.000000 66.844 -54.0219
15750.000000 65.606 -45.9969
16000.000000 64.495 -37.9523
16250.000000 63.500 -29.9562
16500.000000 62.607 -22.0475
16750.000000 61.810 -14.2819
17000.000000 61.112 -6.7646
17250.000000 60.518 0.3425
17500.000000 60.028 6.8349
17750.000000 59.633 12.4924
18000.000000 59.308 17.1151
18250.000000 59.019 20.5719
18500.000000 58.726 22.8411
18750.000000 58.399 24.0168
19000.000000 58.020 24.2910
19250.000000 57.593 23.9218
19500.000000 57.147 23.2020
19750.000000 56.736 22.4224
