* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (KT USB Audio), MICROPHONE (Master Volume), 0, volume: 0.410
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Feb 24, 2023 9:32:47 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: CRA S2 L
* Smoothing: 1/3 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
2800.000000 83.124 -159.8745
2850.000000 83.037 -160.1329
2900.000000 82.962 -160.2760
2950.000000 82.901 -160.3174
3000.000000 82.857 -160.2731
3040.000000 82.836 -160.1876
3070.000000 82.828 -160.1007
3110.000000 82.829 -159.9631
3150.000000 82.844 -159.8104
3200.000000 82.882 -159.6150
3250.000000 82.941 -159.4342
3300.000000 83.020 -159.2879
3350.000000 83.119 -159.1950
3400.000000 83.235 -159.1731
3450.000000 83.367 -159.2388
3500.000000 83.512 -159.4079
3550.000000 83.668 -159.6958
3600.000000 83.831 -160.1168
3650.000000 84.000 -160.6844
3700.000000 84.171 -161.4103
3750.000000 84.340 -162.3043
3820.000000 84.568 -163.8520
3870.000000 84.721 -165.1746
3950.000000 84.939 -167.6663
4000.000000 85.055 -169.4514
4060.000000 85.169 -171.8097
4120.000000 85.251 -174.3809
4180.000000 85.297 -177.1325
4250.000000 85.303 179.4845
4310.000000 85.264 176.4935
4370.000000 85.182 173.4773
4440.000000 85.030 170.0070
4500.000000 84.854 167.1437
4550.000000 84.674 164.8809
4620.000000 84.375 161.9629
4680.000000 84.077 159.7431
4750.000000 83.686 157.5316
4820.000000 83.253 155.7638
4870.000000 82.922 154.7845
4940.000000 82.433 153.8138
5000.000000 81.995 153.3464
5080.000000 81.391 153.2217
5150.000000 80.853 153.5446
5220.000000 80.312 154.2294
5300.000000 79.699 155.3999
5380.000000 79.100 156.9218
5450.000000 78.592 158.4930
5520.000000 78.105 160.2492
5600.000000 77.578 162.4431
5700.000000 76.970 165.4139
5800.000000 76.422 168.5943
5900.000000 75.939 171.9535
6000.000000 75.526 175.4667
6080.000000 75.249 178.3698
6150.000000 75.050 -179.0372
6220.000000 74.893 -176.4086
6300.000000 74.768 -173.3802
6400.000000 74.695 -169.5941
6500.000000 74.718 -165.8544
6600.000000 74.833 -162.2145
6700.000000 75.035 -158.7286
6800.000000 75.313 -155.4517
6900.000000 75.655 -152.4379
7000.000000 76.047 -149.7403
7100.000000 76.473 -147.4088
7200.000000 76.921 -145.4897
7300.000000 77.376 -144.0239
7400.000000 77.827 -143.0447
7500.000000 78.265 -142.5767
7620.000000 78.760 -142.7075
7750.000000 79.246 -143.6985
7880.000000 79.668 -145.5325
8000.000000 79.993 -147.9036
8120.000000 80.251 -150.8314
8250.000000 80.450 -154.4979
8380.000000 80.563 -158.5148
8500.000000 80.589 -162.3768
8620.000000 80.538 -166.2346
8750.000000 80.397 -170.2390
8850.000000 80.229 -173.0887
9000.000000 79.885 -176.8248
9120.000000 79.536 -179.2438
9250.000000 79.095 178.7773
9380.000000 78.598 177.4875
9500.000000 78.101 176.8905
9620.000000 77.578 176.8163
9750.000000 76.996 177.2460
9880.000000 76.412 178.1013
10000.000000 75.884 179.1644
10150.000000 75.259 -179.2912
10300.000000 74.690 -177.6811
10440.000000 74.223 -176.2658
10600.000000 73.771 -174.8910
10750.000000 73.419 -173.9227
10900.000000 73.123 -173.2909
11060.000000 72.843 -172.9479
11200.000000 72.606 -172.8440
11380.000000 72.284 -172.7994
11500.000000 72.044 -172.7063
11720.000000 71.535 -172.1222
11800.000000 71.326 -171.7170
12060.000000 70.563 -169.5047
12200.000000 70.108 -167.7123
12410.000000 69.387 -164.2732
12500.000000 69.071 -162.5525
12650.000000 68.545 -159.4073
12800.000000 68.030 -155.9777
13150.000000 66.958 -147.2747
13200.000000 66.827 -145.9891
13400.000000 66.385 -140.8394
13600.000000 66.089 -135.7919
13800.000000 65.957 -130.9971
14000.000000 65.986 -126.6036
14300.000000 66.285 -121.0785
14500.000000 66.603 -118.2925
14750.000000 67.063 -115.9973
15000.000000 67.530 -115.1234
15250.000000 67.947 -115.6676
15500.000000 68.270 -117.4894
15750.000000 68.470 -120.3093
16000.000000 68.528 -123.7363
16250.000000 68.435 -127.3225
16500.000000 68.193 -130.6387
16750.000000 67.811 -133.3487
17000.000000 67.307 -135.2610
17250.000000 66.698 -136.3401
17500.000000 66.003 -136.6808
17750.000000 65.240 -136.4579
18000.000000 64.425 -135.8691
18250.000000 63.572 -135.0911
18500.000000 62.694 -134.2535
18750.000000 61.804 -133.4351
19000.000000 60.916 -132.6744
19250.000000 60.048 -131.9875
19500.000000 59.223 -131.3846
19750.000000 58.472 -130.8799
